pulse,alpha,beta,gamma,kappa
1,0.7658931592387903,-0.8904585390617475,2.8157246012126977,-0.2525320339622089
2,1.9523216617404489,0.9129361578922558,2.276392505487837,-0.6761168866150414
3,2.6294866185975376,-2.403927213560379,1.3525256388776146,-0.0013082085015704355
4,1.1398833402756845,-0.08243524259402835,0.23920270916643097,2.635805365226542
5,0.542156974506465,0.32165659234420957,1.1824807944899391,0.0192720301193147
6,2.726930357984961,-0.05489309677071244,-1.8859963670742128,0.6587298216898178
7,-0.5594393105872189,-2.6309904602638343,-0.48876608314252784,0.8929330027241371
8,1.8883309476013612,1.9706127884347067,1.2909638697788908,1.6008115187739345
9,-0.06947641361404643,1.4890096169865714,1.2531078898415615,0.6351221546646304
10,-0.053775756226116064,-2.9520323376704423,0.22621706267257102,-1.4723547180477554
11,-1.0607689434133643,-2.3640606803641875,3.044974941559499,1.65514717847444
