pulse,alpha,beta,gamma,kappa
1,2.9679122706774903,-3.1193927134427564,1.2983263739318582,0.2072658153826684
2,1.2924549310478588,0.3658734713872227,-3.0772981163205038,1.753408916294711
3,3.129213286788352,-0.29144713215878626,-1.1456793199179525,1.0673244552495764
4,0.6891690943220712,-0.023868023684198148,3.1292132053385404,-3.0833371277979844
5,3.07462226652509,-1.0723695737040309,0.8973433591402625,0.8066079754035356
6,1.3133623890562842,1.3721514238235697,3.130830900507087,-1.4281349401909595
7,1.7688939412184483,-1.4078633323805152,2.9886486018685425,2.049965323393829
8,0.8584436794739037,-1.7490477487602374,0.8885449832197753,0.23355539040957052
9,0.32316612385987753,-0.9655603583723248,0.5922865580577125,0.30706997304008304
10,3.0201825758801437,1.8628809606729761,-0.21982950689404795,-0.6882108013274653
