pulse,alpha,beta,gamma,kappa
1,1.6565470884813887,-0.229958505001048,2.960941849979078,0.0019528077689184883
2,2.107465407180614,2.281924616016951,-0.30869815965123143,-1.3315327497872562
3,-2.4823603563471073,-1.0846025342908523,-0.716465741289105,-1.289495964759705
4,1.614763750451015,-2.0461383429278452,-0.539169073174196,1.304917224671131
5,0.1358306800661533,-1.7539953931017462,-0.5159049939313192,-0.7004773797082
6,-1.303433577616481,-0.9292296404130329,-0.7843301375629448,0.4489360775069008
7,-2.2486896834826955,2.0887018180702985,2.69027278233348,-1.9765366236763553
8,3.0151211683388315,2.432025485669812,-0.9681426947435997,-2.268654268415538
9,-1.0055273864780103,1.7291150211399855,1.26452865043355,-0.94441166224434
10,-1.232335517945778,1.2917172012549898,-2.554914655496435,-1.0686726767380055
