pulse,alpha,beta,gamma,kappa
1,-2.54048408848259,2.88573336209585,3.091988667262837,0.00919627891965675
2,-2.5117402511503877,-1.784373304333708,0.9168576287194413,-3.029760280122007
3,-2.6012369851779904,2.85789858929518,0.5711349165216133,1.1583462951839545
4,3.028070594778803,2.967651430660388,1.350161493325958,1.8676935546678166
5,-0.9669863689557113,0.25235317583308614,3.0255443231995773,-2.1330333052062547
6,0.13401894812288032,1.5826815503138953,-2.6006882586125117,2.074663282978521
7,2.4186835477881496,-0.9043092758003198,1.9779741216831388,2.4985060384709294
8,-2.533795140395639,0.5854104147759587,0.5587793269337908,1.494468347207423
9,2.4987462049368925,2.937839821431652,-3.100065283516809,-1.3066266698993356
10,-2.751979572177924,-0.026293567844009866,-2.696447374307233,-0.6183867792785094
