pulse,alpha,beta,gamma,kappa
1,2.923529373617439,-2.8158864743612906,1.937935035424025,-0.02063009089166784
2,-0.29995181752470673,-3.141470273884248,0.5483859053952459,2.664449644357335
3,-1.4015289250679965,-1.7618551005330632,1.5752311648069968,-4.8287380158343746e-08
4,-1.661989373790076,2.0354516519776387,-1.2316636739204916,0.017784538147188698
5,-0.23728677351726055,0.8003231918212549,-2.9022278649887094,2.34118691268787
6,-0.115467650379737,1.1292406411200857,-0.6022483112065095,-0.018216604330504232
7,0.2857521625836102,0.6245399810858552,-1.1271881917852702,-1.1584973300949586
8,2.4029507522493763,-1.0056197314377615,1.3830102906302932,-0.8290481292663272
9,1.5519791222178738,-2.4743690081915615,-0.7261529054277034,1.9408803516612025
10,-3.141592653589793,1.9269421070337076,2.5605474456558057,-0.9735777848026672
