pulse,alpha,beta,gamma,kappa
1,0.935904144784041,-2.8975992719446895,3.141590255852868,8.599992712883979e-05
2,-2.481384553860329,-3.0206390419462372,1.4919427487599826,-0.1127109330458821
3,-0.7708782823970041,-3.065846063760684,1.1683943426768584,0.0022259151840855786
4,2.3456205440944644,-0.8559181270134228,3.1384392465724553,3.130672146468348
5,0.45061481068757586,1.7991034586475574,1.2691179099903227,-1.2931423789482457
6,0.5484964064429295,2.3951846038909084,-2.476946769277834,-2.93325649849223
7,0.5748860790036432,3.0260873651605853,-1.4271179747795666,-1.0820414221059926
8,2.035198999492954,-3.06664520798176,0.9821852059739049,-2.0770238207932135
9,-1.2562578569333536,0.5159825090253558,-0.6582177197416628,2.8192342868377227
10,0.5306995895087985,2.708394478175442,-3.0237575353848873,-0.6322801545387189
