pulse,alpha,beta,gamma,kappa
1,2.046147001687288,3.0396576200013348,0.6426014740914715,-0.0002070569789985269
2,0.6768277640416066,2.58383464482524,-2.9934101474445294,2.799595543486973
3,3.141592653589793,-0.44150349536535344,-1.8264951722130383,-0.5175566038754326
4,-1.9390642883396545,-2.9669194731631268,-1.6424981916613637,2.1438440059882145
5,-1.442141428421029,-2.472584817742181,-2.6434040162498254,-0.5502048306634018
6,-2.920795161879684,-2.758059634383007,-2.6924868469734573,0.3185565716752304
7,3.12904598155297,1.095298416539831,-2.7329202894473275,2.978395987890507
8,0.3565470239046174,-1.7129237214091604,-0.416969973156998,-1.115390600196857
9,2.20201128312865,-0.7934655632612467,1.3487001322168546,0.5431686920731703
10,0.13070756866724115,0.8541614739130171,0.7853003730323006,-1.5861082283569685
11,1.8694392580003112,0.6000994773149085,0.9130193887354284,0.7254829824899907
