pulse,alpha,beta,gamma,kappa
1,-1.0297296709942974,-0.608924598006488,-0.720679250310015,-0.35633170420615873
2,1.6522496863555862,2.5049047287386035,-1.1894820105084902,-1.149800065848421
3,2.0151927260325304,0.40853053386173804,-0.40524890689171467,0.5862739796442159
4,2.522347361157451,-0.5873185136025304,0.9816387791044906,-0.9057447730804413
5,0.3383310859415863,-1.8587529006725396,-2.3337408104623303,0.7773742442015331
6,1.0669472497896415,-2.6705659029626037,-0.06904636101654163,1.21349414658193
7,-2.150105651576189,0.9214972628257535,2.359826041942528,-0.13143235047991605
8,2.693447740968055,-1.0550649024389231,-1.6232169691988398,2.534201687007547
9,2.4063771449080393,0.044255719779617134,2.8698417633031705,0.6194126136434859
10,1.7904934595048667,-0.7196374452164133,0.7921430579374351,0.6598104914549113
