pulse,alpha,beta,gamma,kappa
1,-1.6248022091056211,-0.5474741336513709,-0.041414287317001496,-0.0004026197309208692
2,2.7978896404426425,-1.207934182661294,1.4322569837228933,-0.13722150013868775
3,-2.8023324031514663,-1.710310672871945,-2.045004116883684,0.05893960259330143
4,2.8415200985092217,-1.0330296361314493,-1.0336523719922188,2.867251239175108
5,2.171754997823261,0.3675049353282538,-1.5604540987877624,1.4015257771857952
6,-0.5634129931288697,-0.005460595807758899,0.64409202116653,0.1824038083326166
7,-0.8571938698807918,-0.9267538099189507,-0.15876517863601913,0.14040126601615383
8,-2.5448091170534592,2.8787781566813146,0.7306294884037496,0.2129963596418815
9,-1.3094005865617178,1.3294526865190244,1.8864605546774842,1.6447344804479762
10,-0.6381042994981875,-2.019586991345038,1.7873769955063104,2.4005183989069567
11,0.7546537313747766,2.8022868593288446,-1.288018574872475,0.4708062332161306
