pulse,alpha,beta,gamma,kappa
1,0.09193635412775687,-0.5245440165683211,-2.3455010757926527,0.04932822624528612
2,2.815691599112184,2.9289626363869856,-2.578694751216517,-2.6613723037627772
3,-2.390315635447308,2.3178951170034017,2.6900892384745516,0.6644636736322652
4,0.09402891300895186,-2.260670691438845,1.401156288493821,0.00856745544942165
5,-1.5169064956591451,2.617052118243296,0.3842480119551118,-1.3187458049637393
6,-2.6841979995624308,-0.3888652040579856,2.714072823406204,0.9624705986859423
7,2.1831371567536855,0.5070929130986047,-2.9844882562271633,-1.7032913202565978
8,-2.891614459547655,2.858471798930618,1.3135222624484495,0.2520454752727352
9,-1.6419584075804694,1.7938594289551313,0.7267149661746687,-1.9308111197663724
10,0.9250590522252994,0.9314500377386741,0.5673840134290772,2.1959947047468833
