pulse,alpha,beta,gamma,kappa
1,1.608587040274569,-1.8118267297718091,-0.5227654219394463,-0.43479029854291235
2,-3.067301832604055,0.18809193326275742,2.6766776800179857,-1.6159229664659838
3,2.4835301652145545,3.0853464179210346,-0.8942041718616138,-0.9860622091907302
4,2.4897604489044873,-1.0524767470872114,1.7533478977841481,0.4749590409523562
5,3.052359735643191,-0.4568129655401641,0.35419719651973725,2.0437910778964072
6,-1.4973992758558767,1.2885586666725668,-3.1415275544696684,1.0882704558127465
7,-1.4655972135490114,-2.436450502712186,3.0914760743034857,0.7883818645163884
8,2.312805828915421,-2.7145192091718604,-3.1352500889445514,1.1349231185355235
9,1.2920484251771884,0.2108412192576858,2.561682909387762,-0.3995717864988063
10,-2.079213391284802,3.100389698794909,-0.292916045611143,0.844807602442025
