pulse,alpha,beta,gamma,kappa
1,1.8104199125454494,2.8263163542565892,0.7094206408283413,-0.0002311994669373595
2,2.8558766673686353,3.063376765842754,-1.4951841029652486,1.8416862492251227
3,3.011198559775258,-2.7757610432348145,-1.202430027368231,-1.2865401980387723
4,-1.1557218204363848,-1.08234267962569,-0.2793987610667135,2.457972087683312
5,-1.7619883418044384,-2.292982951454391,-2.6253331831783346,1.0519996712940842
6,-2.5985370741027487,0.49693352879161445,-1.9980099753929668,-0.03166568616293491
7,2.8786069772623715,1.4519230821929652,-2.283142000987164,1.5103977760041742
8,-0.6698698931160364,-0.9094098791793641,-2.4963966693668627,-2.5463438842487838
9,1.1751360475384753,-1.4589829960749108,-0.03565486188935736,2.3268913315682687
10,-0.14174482523402412,0.8284255852591269,0.027780308859377285,0.029084881920299472
11,0.022352180096709282,0.47345554610533724,-0.14176761903516016,-0.01183309960391153
