pulse,alpha,beta,gamma,kappa
1,1.5320293560946319,-2.0185603524150517,2.2468539146597526,2.3902428984410395
2,-2.8909275444043727,2.3494785616849487,0.6788241850624547,-0.3228260073692527
3,3.0994906839813807,-1.8945549270884952,-2.8761458928660555,0.3885203456267139
4,2.1984621336823404,-2.7689865831754923,3.0994856939932056,-1.5324825416364223
5,3.1310260862761847,3.0678615925254342,1.0282260809257466,0.570703927246051
6,0.2919028104144084,2.176058874142561,0.48256000995474113,3.139712810448659
7,0.8618697230068922,1.308321592339246,-1.1702298846179464,2.6297961519909863
8,1.1513808731531368,-0.1517829574306983,0.8085620438771879,3.007421453297572
9,3.037106237799319,-3.141592653589793,1.605032920794563,3.066892780013782
10,-2.9565784408122493,2.7677680430545126,0.17858554274467797,-2.0562884877771337
