pulse,alpha,beta,gamma,kappa
1,2.011043225707326,3.141592653589793,0.642605061374139,-3.067493583697912
2,1.26387374500372,2.402916536879399,-3.0285229623721572,3.138558609168301
3,3.1217516223295565,-0.7530948069802791,-1.2394436862413696,-0.8324329385894118
4,-2.4212342394397233,-2.0233474366951425,-1.9613391344562423,2.711527533088432
5,-1.8846475805022636,-2.3998351296354112,-3.1255739369769087,-0.8584735927264429
6,-2.526228001074474,-2.1087984705130416,-3.1349888524900127,0.6964360118069375
7,3.1187861308442915,0.9332937411708938,-2.3383551420624493,3.042894613062503
8,0.4529863279418612,-1.6930648814362663,-1.6779622427073944,-1.1991335815460562
9,2.1744226855412374,-0.5593833009266892,1.4451386729436375,0.6985513719460711
10,-0.05983101565140196,0.8488959453389181,0.7577157038276243,-1.834707977935159
11,1.9426832430133458,0.756353923536019,0.722476699818867,0.9163538458648098
