pulse,alpha,beta,gamma,kappa
1,1.5992739900486665,1.6737975594474703,-1.887411818766957,1.8097245122927626e-07
2,2.6578253428876737,-2.6211116217729424,2.7590344461532643,0.18958343414547607
3,-2.192939787031107,-3.110286387473628,0.6991866732309782,-0.8365647058687407
4,-1.786313561660042,-0.3826473086863014,1.4995825900004416,-7.925248842252765e-05
5,0.8322306354777158,0.37367642534914425,-1.5962862540729124,-2.1899204419819482
6,-3.109239922351552,2.7889190560897554,-3.0297003418942032,1.1595430273216836
7,-2.122154548953304,-1.9424351058296838,-3.1092803688086987,0.07419021461668232
8,-3.061753644302546,-0.917138082518524,-1.4328876540790183,-1.362564948975133
9,-2.703534764216846,-1.5271577902278934,-0.02390145396609588,0.2812762163167474
10,2.0646645602003453,-2.7346676346369585,0.6293965217575128,2.179942337876385
