pulse,alpha,beta,gamma,kappa
1,3.122219692607882,-0.4941554750647408,0.40800515500274687,-4.276687689443821e-05
2,1.7579278306784083,2.6767902839594413,0.010207714402175855,-0.0002282015463903661
3,-2.6090944500438207,0.7331939296214693,-0.9275512862285525,2.945481857341729
4,0.5420208785711222,-2.0102155734939466,1.4685460927892606,-0.7473067125425411
5,2.4171641815023563,0.821430137038295,2.199335020990214,0.18679657012015782
6,-2.5106930916139762,0.21470778958488693,2.9498456909116193,-1.8027870305453526
7,-0.9348292186126836,1.6708219020267443,0.6743319799242401,-0.6208162804113767
8,-2.69661600926677,-1.0704895142100863,-1.861562842464321,-0.9525130859382019
9,2.9071730535968396,1.4081166833172931,-1.686754179821976,-2.5199190476465603
10,1.830038048865458,-2.2183123171611734,-1.843466554708309,1.6206516946619054
