pulse,alpha,beta,gamma,kappa
1,1.225352365170005,-0.7657919221128991,2.6303956856205186,-0.08315358356811221
2,-2.2834619404327894,2.7992100182207222,1.7075938467271141,-0.19377495441189033
3,2.6981260866657206,-0.4504494451068409,-3.141592653589793,-0.11934466727246927
4,3.008601641546183,-2.8250600339603253,2.6981252545494034,-1.15198520952839
5,1.3930055552076575,3.1142886244644643,2.483185077213262,0.5505950677713617
6,-0.05129272704017618,3.141592653589793,-0.291795611302547,3.090449703859731
7,-1.14899631875268,0.34652199252976124,-2.5116119357745625,3.1195091237728043
8,0.5633374869795682,-0.6119311719043141,0.30993600831861273,0.8660230526444033
9,1.6549213748433902,-0.22103866641297634,0.375191274854376,1.9427842555816888
10,-2.8048795537921722,2.8371194333220187,2.8387935004675575,-1.4845674199516927
