pulse,alpha,beta,gamma,kappa
1,2.9531380658522717,-0.5407003962459046,0.40800288534354495,0.26246235229807724
2,1.7393729565321543,2.6462865946384277,-0.1588589755878419,0.03468996866680362
3,-2.556177448667743,0.7671291651588894,-0.9460999119643851,2.9910326636189226
4,0.4933317492607765,-2.112787224436669,1.521454685864166,-0.6566712505586831
5,2.2388909430452784,0.9254525505171639,2.1506359945444085,0.2298445312927496
6,-2.2906227521245297,0.17004905956767236,2.771565621960939,-1.7257024756203394
7,-0.8318767464502822,1.6397406408473965,0.8944033328065076,-0.76298929073752
8,-2.6314566408298936,-1.133784088591559,-1.7586107037481542,-0.9095389877746896
9,2.865872191187622,1.4531644726368265,-1.6215982674002698,-2.4796188001215875
10,1.828869766567099,-2.207211151133772,-1.8847686085877375,1.6459300340936565
