pulse,alpha,beta,gamma,kappa
1,-2.3820453652733473,-2.9667457524768284,0.3329310805724251,1.4743420024875592e-05
2,0.2406606317767724,0.19063875326625876,-1.085429057772873,0.7286381434303415
3,1.6658518586396631,-1.274946020403443,1.7720072822666524,-2.9178373140860443
4,1.8734623345176817,1.3148233439624981,1.2858411792802884,0.06576287173294866
5,-1.586581720083554,-2.7479234565018307,0.7724340488560459,1.8671076528748725
6,2.051675825585585,0.9084086202893551,-2.113596485318795,-0.43188657629027766
7,0.12653412050158913,0.3740558291579442,2.302072981536955,1.1644266122295983
8,0.29632615355330383,1.4798731003979455,2.432947304168115,1.0606089616126595
9,-0.1509811509412531,-1.0973328409702665,1.7677605078200633,-1.495794078297913
10,-0.3992181910962419,-3.019876774760412,-1.614681365290234,0.20359793882561875
