pulse,alpha,beta,gamma,kappa
1,0.2389828737274386,-0.5054147339422925,-2.345499680959402,0.5644885614734474
2,2.7773568405388596,2.4208413976006455,-2.4316475973981273,-2.9551399511751653
3,-2.423763470149153,2.145848406841575,2.6517528805700294,0.8762693857375247
4,0.1464200848559019,-2.405233846455304,1.3677116803334777,0.030909755579549062
5,-1.4250920910848064,2.7997678538760846,0.4366393756015424,-1.4375571810699357
6,-2.4467356447230704,-0.34989057194048767,2.8058890923310087,0.9397352073686336
7,2.2190225076896084,0.5888885424980939,-3.141592653589793,-1.6239767714159627
8,-2.771908766122412,2.909538831061548,1.3494076784623246,0.32469854817897176
9,-1.7079196161419787,1.8722674616709272,0.8464189087548999,-2.1428768639038203
10,1.167661048961605,1.0967999000169455,0.50142312161776,2.2150260971380087
