pulse,alpha,beta,gamma,kappa
1,-2.461464626277131,-3.01766463565537,0.3329354293584416,1.775757304638303
2,0.1832051176904683,0.8553316164665007,-1.1648491061992559,0.8218122763029604
3,1.572938802886536,-2.4184874200583777,1.714529021645839,-3.1303253742901074
4,1.7605861473238646,1.3054985226457185,1.1929217011487376,0.31224927077439846
5,-2.2920354428474634,-2.7616296153854183,0.6595731790900017,2.5588425230474967
6,1.9876032961123409,1.2144916967577752,-2.8190517529591035,-0.8930474965695677
7,0.08189202946872362,0.3943769995683128,2.238010305202738,1.22157169090856
8,0.3442491366591919,1.4473656042137837,2.3882916724194616,1.1430517297382492
9,-0.02628897192648437,-1.1202946104137723,1.8156918885071822,-1.4322989001293538
10,-0.15898818500438486,-3.108662800810786,-1.489989614288439,0.26340592546626923
