pulse,alpha,beta,gamma,kappa
1,-1.9667420515975012,2.7895527313939135,-1.9491452833556302,-1.2757791149671307
2,0.10668354467163627,-1.446250669364683,-2.2756974732380577,-0.7988121531403896
3,-1.0675755524567476,-3.141592653589793,2.195170874585954,-2.3663631833025294
4,2.253705172334945,0.8826668210943659,-2.2380974736235784,-1.5466684319007458
5,1.3476694541149803,1.4489312221348891,-1.4093755126535583,-0.3295138405445657
6,2.1432700577772312,-2.4219651012314527,0.8811585159985954,0.21353473956365077
7,-2.2077662267256004,-1.4018956658565724,3.141592653589793,1.3424953983733343
8,-2.157906258210241,1.3692329670458003,-2.6393177664582255,0.5496300408537593
9,0.5345329141891164,2.0757285389767777,0.229320209166136,-0.966114164608822
10,-0.7665689613886147,2.184733383401319,-2.989020363479926,-0.0016657376051906671
