pulse,alpha,beta,gamma,kappa
1,2.572045135302535,2.8117173920677736,-0.514526080339205,-0.09244715597473947
2,0.6098947446219605,-1.660240566709817,1.4762213146004712,-1.4336261713406246
3,-0.9080600305855191,0.043388088765759995,1.1124522382932882,-0.8873677901411556
4,0.41616677135707697,-2.8433664498075597,-1.132523383782699,1.4115520501126784
5,0.5762563711645298,-0.33353336331214717,-3.141592653589793,-2.638453263132942
6,1.513673897601791,3.094713355327993,-0.5171745063599109,-0.95251058701662
7,-1.9127597749997998,-2.8511400586686504,2.864426962908672,1.7942901200676094
8,-1.8161872416757603,-1.2103032840932386,-2.9977056257139996,2.842347579652896
9,2.63526072855983,0.7638146513428975,0.8247057266070885,2.01991920501595
10,2.001693087853775,2.5184577894916598,-1.2524218428882579,0.6391214654760776
