pulse,alpha,beta,gamma,kappa
1,2.0116266678740327,3.13560798752823,0.6426044638910046,-2.8813593635878276
2,1.1323341170779477,2.4567444700879766,-3.0279326842062377,3.1335629181854903
3,2.990456239091498,-0.5830640122980045,-1.3709801197871865,-0.7008315377624872
4,-2.1784385775652426,-2.339437397734,-2.092633405368181,2.783971782357974
5,-1.835524851992131,-2.450705329179573,-2.882779489615819,-0.717561256524368
6,-2.570151796306648,-2.3919554269296484,-3.085866348507574,0.5050164511621231
7,3.1415759768813807,0.9034197605124432,-2.382279424560414,3.0707752652079074
8,0.4325815792652038,-1.7476264220809006,-1.6076944233730308,-1.3264359312061318
9,2.21219790004504,-0.561921745643071,1.4247320858187487,0.620542981482188
10,0.02674667408595149,0.6437470604696127,0.7954874856000737,-1.7661638312134313
11,1.7963592640562434,0.6711229403920899,0.8090578330078729,0.9307027286425583
