pulse,alpha,beta,gamma,kappa
1,-0.6764462666198006,-2.51160206484699,-0.3407272937864772,0.7988656338637846
2,-2.476362921264904,3.1098250040602022,-3.10279575377759,-0.7235871948348925
3,-2.3262018464284067,-1.0111989553193024,3.1056399394792193,-3.0193943390482265
4,-0.09876175906685489,1.2578435957908771,-3.116586917034367,0.30357693208481845
5,1.4507996008062525,-3.141592653589793,0.6315890304856275,-0.9341324546611575
6,2.8234223141545525,-3.0221404693796314,2.994945716387236,-0.024349974194326652
7,3.1192055313041642,2.6318802478719276,1.5539982137077202,-1.0501436502196726
8,-0.4731175797306693,-2.173007377150955,0.6188020998768108,0.15448326368278656
9,-0.3334954137215512,1.4356509480841366,-1.5284374947450092,0.011771601802404804
10,-3.1413084907284774,2.332268287767668,-0.2198163794884054,-0.4661423152926301
