pulse,alpha,beta,gamma,kappa
1,1.4700145421501638,-0.157300308280315,2.96094154866076,-2.719386077873795e-05
2,2.486956689519695,2.491310860400277,-0.4952291705735934,-0.3663139034566264
3,-2.48136789523646,-1.0376660656821073,-0.33697407057694767,-1.1316332625260144
4,1.6299580249530985,-2.034503323467124,-0.5381763451601842,1.3188825871454668
5,0.14571397064137095,-1.706024317523778,-0.5007104600872643,-0.7097421331694684
6,-1.3309161890119494,-0.9383721451452539,-0.7744467020277026,0.4663439305215104
7,-2.233948406251255,2.0966457527129005,2.66278985166576,-1.9826118115917553
8,3.0363307920881475,2.41689851814277,-0.9534038205585642,-2.272028906287924
9,-1.0067966239653499,1.7506280828323537,1.2857386615472892,-0.9704444822075707
10,-1.2323364077337926,1.291535150767086,-2.556184835201469,-1.068252123085977
