pulse,alpha,beta,gamma,kappa
1,-1.79811294887388,-2.9473248795374554,-2.9566837910177184,0.002631354946407063
2,-1.7017446349452157,3.099032183965811,-0.5466976014417438,-0.12307426563584438
3,-1.2835020280407212,1.2972023778016117,-0.15411254763092455,-1.602890557898438
4,1.1428863600839174,-1.7375645586498616,-2.0137505579155053,-0.10490637738547286
5,3.0454338355738,-1.5576681810139887,-1.0195970727801673,1.2244412777341467
6,-1.7288817715324392,1.0798893313563784,1.3750607521722944,0.21965149593125263
7,-3.1105111006785484,-2.5615866589879306,2.6072982603531525,-1.0361157696958911
8,0.3661537805922862,-2.5303835590930404,-3.123497054102277,-0.9224799618533606
9,0.4239540917945509,-1.404622595131293,-0.6466591205892421,-0.270430608001181
10,-0.8204817639742474,2.47349004994375,-0.07469183844062967,-2.8484054292114744
