pulse,alpha,beta,gamma,kappa
1,1.6272738972146863,-2.5345197524059153,2.246855562130788,-0.0003565636139013647
2,-2.9478708230218467,2.468817754770868,0.7740711867073097,-0.4895047888605324
3,2.8053354659375414,-2.393273052930673,-2.9330829144449617,0.292939507753928
4,1.9320532816904938,-2.450858839566403,2.805333988330618,-1.7586067605144597
5,2.9327138855853545,2.8168750303092165,0.7618201838182661,0.5852339859419684
6,0.055575985710450526,1.7882121909737467,0.441831223883119,3.137752532608093
7,0.2154935832103566,1.2336390787740645,-1.4065639895340563,2.646845134095084
8,1.1715075848927372,-0.052766974772335655,0.16217829436602962,2.8001280426780393
9,2.394852371134691,-2.999089900881071,1.6251553694619212,1.5203772603997943
10,-2.9808047242090283,2.678728959122685,-0.46366764987523323,-0.29971975732906203
