pulse,alpha,beta,gamma,kappa
1,3.1237935936181085,-0.477591685462525,0.4080032208541498,1.5341346713149267e-10
2,1.7545243046676202,2.6656607551118863,0.011783904356281537,-7.214659794768703e-09
3,-2.586197924511723,0.6791009569159909,-0.930960211723718,2.9698900925178275
4,0.5127035181249177,-2.0769328139803336,1.4914431099443273,-0.7418711244662748
5,2.451451191650346,0.7715771764499608,2.170009401552537,0.1982628538163634
6,-2.530123347513599,0.20470757993658148,2.9841395949947502,-1.8109260762404986
7,-0.9295732946210913,1.66659319976786,0.654901809841035,-0.6225470198735672
8,-2.692290194149493,-1.0677679477498117,-1.856305145843281,-0.9519169208722759
9,2.9132027046689153,1.426081202147469,-1.6824327958928225,-2.5212520100310023
10,1.8298109644322929,-2.216082368721429,-1.837435277828674,1.6197850456400542
