pulse,alpha,beta,gamma,kappa
1,1.4023483017660565,-0.9121299486303552,-2.562541396941275,0.6329483219806946
2,2.2552000590918646,-1.3067908664783678,-0.17498985846046225,1.6712873153671528
3,1.4235171624724774,-1.6135641330296666,-1.2066366701231068,-0.9967333305025888
4,-0.5337639364805278,0.6941422373092859,-2.761135101368321,2.380219563326414
5,-2.1151732138034176,-2.2992290958213935,-2.4192740558478025,0.6348891735660676
6,0.000681880614542124,-1.493305496622122,0.7328204973048125,-2.6078021383510084
7,-1.3278356189620288,1.4824736625899984,-1.3725704283704612,0.2899987389330317
8,-1.5372250844880666,0.7326928547282197,1.0316457761397975,-2.3730675542617954
9,-1.9588728929264687,-2.756372709718736,-1.0166887991509745,2.030429425662936
10,-2.7204799471304835,-1.4719643377191731,-0.3844620231534169,-1.7984181526779313
