pulse,alpha,beta,gamma,kappa
1,1.7479779407398952,0.30208677532045863,0.28877438031890684,-2.3320723277750615
2,-1.0707697846610365,-0.3031415485191819,1.8019207567819548,-0.32111350546472756
3,-0.08875420865550025,-0.7236309862815286,2.850933794966298,-0.3840520492190621
4,1.0726555123909505,-2.14331744739639,-3.141592653589793,-1.9956041989701265
5,-3.0499271726451878,-0.42930144184466795,-1.0105455180079852,-1.5177263154723357
6,-2.5957833275792437,-3.046085428229869,2.5871733493383777,2.1550729127939277
7,-2.8894980762038336,-2.12252046508937,0.07594078878458174,-0.9637223118378863
8,-3.005046914680461,2.995067058813663,1.5468688632112522,-2.3207516227083103
9,-2.9268921562876655,-2.263635051469456,-2.2717397886129627,0.6155218704301831
10,3.129148174627267,2.6777795574730905,0.52101210017707,0.14770579436299666
11,1.6657713587081033,1.7606702818448037,-2.7643102082086792,1.1092076138744316
