pulse,alpha,beta,gamma,kappa
1,1.378655028324051,0.32325910329353524,0.28877702424082413,-6.570330647356855e-05
2,-1.5024406264537709,0.275102889711318,1.4325921561830044,-9.68777935844259e-05
3,-0.9282857833883944,-0.3158451407900443,2.4192680976420573,-0.0004340414460352093
4,1.2305870864371877,-2.163516952610767,-3.141592653589793,-1.891777839248364
5,-3.08247233076199,-0.39685646672905706,-0.8526119248039206,-1.450863266958358
6,-2.6067540897296015,-3.0959865253231458,2.397187810300107,1.1036156156953607
7,-2.821687242338037,-1.9935756047286552,0.06496616137071186,0.00048824539090560064
8,-2.8238995751872142,2.902624078484778,1.6146832776275732,-1.8501575297460329
9,-2.730862867628937,-2.1741893272039317,-2.0905942473668446,0.24158500567866548
10,3.1373658131743185,2.618835653761067,0.7170383547758334,0.0960810997150475
11,1.618884533865756,1.6841681051796868,-2.2714909803566177,1.2430966763824671
