pulse,alpha,beta,gamma,kappa
1,2.988788415607116,-0.2855605593317928,0.4079837687092827,1.3418355375332482
2,1.673274088146375,2.4816699032859444,-0.12320189607243677,0.03113612670667293
3,-2.2469382015344035,0.9005233350768553,-1.0122174795814813,2.9770155956531874
4,0.4879349150476147,-2.5172184876252985,1.8306697296912091,-0.6185693402462268
5,2.4199467235278567,0.7227791575326226,2.145237542805974,0.3173621290500292
6,-2.447580353065422,0.18462112723055046,2.952634230455833,-1.4392068806033993
7,-0.9485813528847503,1.694734221610719,0.7374261220966386,-1.238166570451846
8,-2.4349803243730697,-1.2411366518556501,-1.8753112295353673,-1.0165925320478724
9,2.7399233265355156,1.2201507722606726,-1.4251209245130185,-2.5071131850830475
10,1.8887219241505036,-2.2527503349906275,-2.0106988510299693,1.6189872890309926
