pulse,alpha,beta,gamma,kappa
1,-1.251260392379273,-0.5769141391413168,-0.04141257815684631,-0.35187357004480346
2,2.754555385898719,-1.0686192279152822,1.805798477656856,-0.18704050792977514
3,-2.9747287706382233,-1.9792090235730257,-2.0883345242686975,0.0957117497726463
4,2.1874441602179284,-1.2652078904872073,-1.2060462792797324,2.6692494465427568
5,2.4451087647620247,0.3278263688619014,-2.214532402639126,1.2501859740826877
6,-0.43723529013759227,-0.15205123241937835,0.917448868167215,0.5845100082786403
7,-0.882330559946949,-0.8735835814861671,-0.032587577301246694,-0.2785220223883286
8,-2.5572638860358934,3.1385295404377453,0.705494274443219,-1.0997219268546286
9,-1.421652589732825,1.2221668576173321,1.8740090774248934,2.8519281152592044
10,-0.899086699099942,-1.8891718702657547,1.6751261874844137,2.4600275490212655
11,0.7114899293987321,2.7598439259376235,-1.549003315283193,0.5979643322005528
