pulse,alpha,beta,gamma,kappa
1,1.7550902857572899,2.16864297550815,-1.887410770633038,0.04017499279784832
2,2.520485606055428,-2.104922799466571,2.914855412415746,0.17340235807351348
3,-2.066525701444029,-3.0797344423703183,0.561851696212101,-0.8603576923190941
4,-1.6854263239797558,-0.40605312278025396,1.6259902610439592,-0.05794582087567843
5,0.7486086878723249,0.35396333674076447,-1.4954035974682105,-2.325767578073071
6,-3.0864925393860156,2.724785478937132,-3.1133223880814858,1.2138451009059297
7,-2.099514779729068,-1.841092571146386,-3.0808630730058657,0.062485066998666884
8,-3.075428568120827,-0.9534969692116239,-1.4102469655356904,-1.3326923260128216
9,-2.9953357697347496,-1.5537123706161275,-0.037579411848890944,0.29799706568174156
10,1.4899594937170162,-2.710582852103291,0.3375974348080192,2.1517729992429437
