pulse_index,alpha,beta,gamma,kappa,detuning
1,2.9881952705597006,-0.2867243403980243,0.40799972960694514,1.3262346918405326,0.77548220389976841
2,1.6957158540850727,2.487083306806734,-0.12380427945967278,-0.07240338534962712,0.98454337870254005
3,-2.2281409964377903,1.0225833396226247,-0.98979089960766586,2.9314661770102211,0.98765496140444298
4,0.52844878758417868,-2.5828474512572321,1.8494851497919698,-0.78185279542899777,0.98017598668464934
5,2.4595720116741067,0.60634454431650042,2.1857441703709237,0.42294699223485865,0.99789966323101476
6,-2.4998761122391771,0.19446900543152723,2.9922518986116224,-1.6151334194201588,1.0689834656024222
7,-0.94804533200131491,1.6988189798821518,0.68513772427925224,-1.1107783767475408,1.0506688261182509
8,-2.4689058648312971,-1.2394784368623168,-1.8747843524728423,-1.0241189746758597,1.0176501568636773
9,2.7116253386618276,1.145481471628685,-1.4590357521600046,-2.5324264726059122,1.1889751280276213
10,1.8119064190262626,-2.2798729924550978,-2.0389900855362773,1.6147584917296882,1.0912718590552801
