pulse_index,alpha,beta,gamma,kappa,detuning
1,1.0252358609170118,-0.96008668374602735,1.8534821007159124,-2.8209745541638296,0.050000000000000003
2,-1.0635117790926574,1.330933275822878,0.28967992317538482,-0.55310025516073469,0.80561456487654903
3,1.948238265597523,-2.8159598210232,-2.8919581508116887,-1.17531217976521,1.0176581152178863
4,2.605840313798824,-0.8489817639027768,2.9883599784035355,-0.95112683715090007,1.1713688623621741
5,1.9857609539588701,1.6031322456598833,-0.64674924976397852,0.31680559250496909,1.0868018087848526
6,1.6550333724763722,1.8629864699866774,0.4974116182038591,2.8948669884521694,0.99023815171566554
7,0.67750257499857236,1.0629502029227402,-2.0964508874961227,2.9751126484376105,1.5169805453046958
8,2.1818821511936308,-0.088620159642712165,0.19914852895880794,3.0337767102587918,0.78670701796155451
9,1.404170961063371,-1.9112542377843267,2.772517224306589,3.141022493277644,0.81396379208473557
10,-1.5188911192852816,-0.29974499849189384,-0.79694700659576301,-1.5041495142286496,1.1990531605036525
