pulse_index,alpha,beta,gamma,kappa,detuning
1,1.6887092642860788,3.1208010322280471,0.70943868006277278,-2.1902650123784957,0.050000000000000003
2,3.0451448964090897,2.9824286551358337,-1.6169156681599213,2.7064901432944155,0.99782141219687515
3,2.8447927090712346,-2.4826042547667284,-1.0131429016017521,-1.9465855240494283,0.061976829996168069
4,-1.1304062337271454,-1.4098119691151916,-0.44581970000071813,2.5245568179189988,1.0198628124826483
5,-1.7043568787663999,-2.2952156100968035,-2.6000221263919112,1.0926877142863218,1.0737064427584808
6,-2.6282736512093847,0.36633937371002823,-1.9404083843662818,-0.071055742445654616,1.0054209891165478
7,2.9186697921668938,1.495724252738962,-2.3128654538804048,1.4763433692256729,0.94812854241579181
8,-1.3558822878244039,-0.88467237995871584,-2.4563628716405486,-2.6120324617138482,1.2581054628062125
9,1.1077345951348985,-1.08698035219158,-0.72165580254313222,2.3026286795229152,1.3787083219192249
10,-0.036350895509372143,-0.012689390865951252,-0.039604821028627619,0.070597183223169727,1.0021279629133717
11,-0.028455884388346068,-0.043077243542032767,-0.036345690868931975,0.012665438495763971,1.0007721546521293
