pulse_index,alpha,beta,gamma,kappa,detuning
1,3.0125292042314875,-0.54625692663061587,0.40798760738151213,1.1147242954536067,0.43234007123849
2,1.7581345004477653,2.788322756036361,-0.099449148959398548,-0.088654871304493663,0.95992919327712922
3,-2.4105412176398806,1.2811180748494615,-0.92737061819426736,2.8068633585623677,0.97490542530039537
4,0.57146925659701042,-2.4405902167092361,1.6670735803517893,-0.74911244249503695,0.95358494970324248
5,2.4740565920643305,0.6375605219225402,2.228776091963089,0.27306789213639454,0.99486958171273621
6,-2.5827541406206231,0.30998094891814465,3.0067391188866686,-1.5182961716303471,1.1463472661965797
7,-0.97604523902620588,1.7502124093821974,0.60225256678371974,-1.1414498441996703,1.1171897663563166
8,-2.4811019167998416,-1.237685288671464,-1.9027857581539145,-0.96038497372651543,1.027733380815085
9,2.7765717339710352,1.4346699816005517,-1.4712333153822723,-2.6151196422965324,1.374026097626688
10,1.9017681294150681,-2.1985240184780461,-1.9740380119145782,1.5933829434229978,1.2102616345555044
