pulse_index,alpha,beta,gamma,kappa,detuning
1,1.3778232568826636,-0.44542321602328733,1.8534837590940902,-2.792514229243019,0.050000000000000003
2,-1.2957356514675562,0.94081614616556219,0.64226762021567207,-0.39029481673411448,0.66153140489823226
3,2.026152250319194,-2.7890395602929865,-3.1241828257063364,-0.82976049793119322,0.70212502777390418
4,2.6163078960950248,-0.7788287440621362,3.0662734495180901,-1.0995506644030808,1.1748556542181869
5,1.7952059498725628,1.8733499199123043,-0.63628301756205208,0.36993077439217364,1.1993144558481288
6,1.8994991554779019,2.0467802180527186,0.30685692856012015,2.8042105563666655,0.79770356239042173
7,0.49173289923955704,0.60164412586370719,-1.8519853044430783,2.9682778085655697,1.4808740476938616
8,2.015416191092851,-0.04606467101249509,0.013377696065248542,3.1415926535897931,0.78486261553543757
9,1.3767857603059364,-1.6232481614295817,2.6060513417032904,3.1415926535897931,0.78158624955410594
10,-1.468106219717747,-0.26089811553458769,-0.82433381798742944,-1.4902348850703941,1.2577008730078783
