pulse_index,alpha,beta,gamma,kappa,detuning
1,1.2875874880859273,-1.0595473916838982,1.8534808394961702,-3.0587194646313165,0.73511631347923456
2,-1.0009862884007987,1.280008733605875,0.55202238686084126,-0.59429035313669798,0.97169322690345894
3,2.0780753309361488,-2.5817250252596748,-2.8294302339488149,-1.1282607212885345,1.0214671784345568
4,2.6802496313981981,-0.90551812582892288,3.1182016158743449,-1.0909084478501725,1.0348132488108166
5,1.6742589357031312,1.9103373987739742,-0.57232401915406284,0.26768468375321319,1.0099237863133479
6,1.6251460312902268,1.789881350004402,0.18590145876657529,2.992534210973945,0.9859919232993084
7,0.55150125784629789,1.0328491768238244,-2.1263330359336523,3.0069444209566543,1.1705075934593041
8,2.0730724383138046,-0.24257663381731664,0.073146849044131143,3.1415536916867572,1.0198446970476827
9,1.3355095794182246,-2.1121723755655424,2.663714478499724,3.0041383630973972,1.0408483404226201
10,-1.6510704202294508,-0.44138634919873798,-0.86561920408913928,-1.5127812218815739,1.0355003184787861
