pulse_index,alpha,beta,gamma,kappa,detuning
1,1.8303571813188573,3.1375445278987337,0.70944236569430308,-2.0809316566197786,0.050000000000000003
2,3.062324841324719,3.1415675505513021,-1.4752687843998957,1.9159343232224304,0.996311343883722
3,2.7427458263250744,-3.1415926535897931,-0.99595879768986484,-1.4897865838540441,0.050000000000000003
4,-1.2393294180846683,-1.1019279291294126,-0.54786911597755705,2.5541061214024277,1.0152309443663377
5,-1.7845888717562524,-2.2385395775919137,-2.7089424454466879,1.0681252718789409,1.0273098889662358
6,-2.6219028929328929,0.54395997240071958,-2.0206337592536259,-0.022333865370059151,1.0049474521766579
7,2.8561783809926529,1.444672606646169,-2.3064916494277354,1.5102234870803415,0.79904311678655704
8,-1.2443853995350898,-0.94618341437139908,-2.5188483560063242,-2.5560524022479059,1.3239931888201133
9,1.172590633364845,-1.1600893046368355,-0.61016337722003744,2.2960081179646576,1.4157518285862252
10,0.023939173220850967,0.097166346345906943,0.025250953140314024,0.001021878210300384,1.0055541790734872
11,0.024102267304091318,0.10530400965411932,0.0239401798180977,-8.8250834108360442e-08,1.0009558886710337
