pulse_index,alpha,beta,gamma,kappa,detuning
1,1.9116414180821226,0.0062703671175359677,2.9609432935915549,-1.2541188109984662,0.79836431769972549
2,1.9920905697150408,1.7932487540817363,-0.053616447190160836,-1.3795785399106284,0.78132648785911574
3,-2.2990242339469202,-1.275146123400787,-0.83183298433173203,-1.0800679514029137,0.98289433137869353
4,1.7394476739554581,-1.6261998778347206,-0.35582624695091397,1.3921655354331588,1.1081661551482009
5,0.097139787044390372,-1.3901352627210168,-0.39122336242939698,-0.47698700187951004,1.0409019130254149
6,-1.2361778292132444,-0.74955794712598112,-0.82299799224021064,0.42132230402825349,1.0193782335134858
7,-2.5082199992413803,2.3014629865752352,2.7575183613824046,-1.9113194625725067,1.1204641873093046
8,2.7854678090203246,2.401958533375554,-1.2276705389578328,-2.3350791661277062,1.0153588572046905
9,-0.96494652144571524,1.8666133762416055,1.0348634555164453,-0.79835399824203668,1.0475877527040764
10,-1.2323461524394488,1.2871013141201681,-2.5143489904913614,-1.0151240655453433,1.0977611421325593
