pulse_index,alpha,beta,gamma,kappa,detuning
1,0.90719797193074314,-1.0973768835390965,1.8534852360804615,-2.8161012474769711,0.050000000000000003
2,-1.0248613114324787,1.4335524924072895,0.1716400893297246,-0.51243014177970292,0.82928458727813714
3,2.0082732365326246,-2.8726126814995414,-2.8533107799018746,-1.208050365801058,1.0466697663959508
4,2.6495769042723003,-0.83175353499264704,3.0483930367023415,-0.9109733481930844,1.1683671715775745
5,1.9978156740037532,1.4887789009374295,-0.60301450656734135,0.36222762333054265,1.0728292070631797
6,1.6541220398282375,1.8260735209405623,0.50946490570728353,2.9701397821826214,1.0341990060463186
7,0.70714535994338801,1.25098526838554,-2.0973630744962439,3.0188590810133467,1.4966579713697234
8,2.2352516869440886,-0.1174500562308253,0.22879259073020711,3.015225318418747,0.8494663739211048
9,1.4189508204727475,-2.1254188306096604,2.8258843296379932,3.1415926535897931,0.86969483852720686
10,-1.5411831380394891,-0.34264104335521289,-0.78216533258297638,-1.4665875567806403,1.1893574638521898
