pulse,alpha,beta,gamma,kappa
1,1.4454876850457221,-1.1374086880344958,1.8534837663152623,-3.1415926019387292
2,-1.0937633955240673,1.2560076708365437,0.709932346172159,-0.6656705788217038
3,2.0839753817037496,-2.426118866970494,-2.9222097931742894,-1.1231175700939027
4,2.6666731967314985,-0.8701775966105949,3.12409740644738,-1.0927463765674816
5,1.617241625418462,2.1899017134076004,-0.5859173190550395,0.4076591642217379
6,1.5976221715980254,1.7285532147999292,0.1288920736391737,3.0240831727217676
7,0.5504946410683076,0.9831710057060435,-2.1538621687991792,3.1107364877898314
8,2.028660927053477,-0.22027713109465563,0.07214076044986462,3.051788097579036
9,1.3747717014590835,-1.8273516110681085,2.6192969917066597,3.0877690338231543
10,-1.5759163790088708,-0.5489110160216492,-0.8263470435945856,-1.523293066835512
