pulse,alpha,beta,gamma,kappa
1,0.2355436845917561,-2.0904459029701354,1.5376333769420265,-1.8348572139597992
2,1.0089221374390538,-2.397060702337835,-1.7782336249377497,1.4397830820256898
3,-1.7027537006953677,-1.858176862648477,1.2515704757264339,-1.0366307850739378
4,-0.5071843528881258,1.1339735562851434,2.5294507029882256,2.4186574730749957
5,2.466228546910045,-0.14742576999533227,2.9083462072359323,2.7051433022205793
6,-2.308987773351929,1.5218718158068982,1.050752220422094,2.0406381080458487
7,-0.18636507340491945,2.3662962837712835,1.4000886802238894,2.5811995018393725
8,-0.6252145483897531,1.5510599531314564,2.5497638060539,-0.6063603314321739
9,-1.6497111294752345,-1.4185115035674856,-0.5568177079474053,-1.0827801499782768
10,-1.2045618449969675,1.251589537266848,2.584053365991996,-1.1358766441423702
