pulse,alpha,beta,gamma,kappa
1,-0.18317451446739202,3.1348737620919076,-2.5681873430227675,-0.8469179636518516
2,-3.1389786233008015,-1.6711235350876652,0.7262947637120194,1.3858424123130864
3,-0.9658522917379823,1.3716724325384262,0.9612169796947125,0.9300428159405281
4,-1.1595333741160254,-1.8501698016676593,1.4668296529954177,1.5464321314832492
5,-3.1315157437925736,2.2028880583068022,2.219234777497984,-2.9842843646697466
6,1.5152782903449835,0.6485928438359192,0.03557165416409467,-2.9137680209537264
7,2.617898792298558,1.5773555683995917,-0.10351521689568513,0.4621879852475842
8,0.5079363786367548,-2.078640081542747,2.9084416978414045,2.3547646435379623
9,1.4476505512078743,0.059459195698276394,2.871214492722572,-0.4111584034906729
10,-1.944897466649451,-0.21277591067208357,0.6633187078192907,2.0569340784686063
