pulse,alpha,beta,gamma,kappa
1,1.9128354650186368,-0.006511890538401594,2.9609506040279023,-1.3968817544821603
2,2.096537573168139,1.9342370896134957,-0.05241734977496954,-1.5124293922653274
3,-2.368328698518101,-1.3193986612613922,-0.7273912849990944,-1.0762751728128819
4,1.7471962722070125,-1.3341558600013412,-0.4251310275163121,1.3262448318596416
5,0.023047194810023056,-1.3866341414377854,-0.3834804846924799,-0.4829829798471488
6,-1.2293348823702952,-0.7019911957633673,-0.8970940099713487,0.40791122137903596
7,-2.394872777436781,2.222811185653282,2.7643624600594556,-1.9427663964512896
8,2.694677741674545,2.2230015651431447,-1.1143205810463104,-2.361213775466862
9,-0.9728891264531236,1.9149166825483257,0.9440869674612989,-0.786293547984097
10,-1.2323321318888103,1.2263577482683152,-2.5222785581169314,-0.9397260151390145
