pulse,alpha,beta,gamma,kappa
1,0.2865852485438025,2.207820549584725,1.4019626086189372,-0.08656016959355418
2,-2.0699579075663586,-2.9254930390148015,2.316297387901433,-2.025690029031045
3,-1.7861152757274759,1.27513055688989,-2.3304587151945095,-1.1572279634625298
4,-2.199977279090562,2.8804902431590707,1.4956013843904092,0.9787967654640798
5,-0.655211213289152,-2.6488375925051697,-0.2168710676685501,-0.9809232938615473
6,1.1486958948361365,0.13189024058702656,-0.9884922614294852,0.5247496465999759
7,-0.5134222615737796,-0.32709598412910856,-1.1575849592723204,2.5549412255460173
8,-1.8655056307003568,1.3109468140464862,-1.736066696680188,-2.072466156278063
9,1.3888628003147452,2.49446901269721,0.2978125624474059,1.987378296205539
10,1.4964166985678806,-1.5385378840041364,-1.7958636854371055,-2.7962922904591103
11,-0.9196045720983715,-1.6222150049111776,3.0041936636052697,0.22709546474880074
