pulse,alpha,beta,gamma,kappa
1,-0.8950796814245878,-1.1206575034798454,-1.9741181404821748,2.3060874135816767
2,-0.213684372254922,-0.9687585053357631,-0.6914052208480193,0.5203075918461958
3,0.9175196586011084,1.5051671753357105,0.8737115452366817,2.195887529138469
4,0.9192431927243275,-0.21928765532303,-1.9295386579120308,2.8255210239930264
5,-0.7394690062933116,0.6271799809044524,-0.4792782355001859,2.0731161663096613
6,-2.433790942319678,-2.5118162023259423,2.8740909430834294,-0.891317416916103
7,-0.7405670768862574,0.915767559116043,-3.045191284176787,-0.6391636609245173
8,1.6761990852746116,-2.052693395791691,-0.3696112847152997,0.4504894615590238
9,1.5561246059304752,-1.1991450759008415,2.2441397404027903,-1.2881735001420513
10,-2.424248332834364,0.9425199188885048,2.871528541389681,-1.3645826137401094
