pulse,alpha,beta,gamma,kappa
1,3.0292138706272915,-0.06962202043391333,0.4079896865589333,1.4772958217085568
2,1.8352032789769095,2.2569570375385317,-0.08276838063557457,0.39307074745586007
3,-1.9789440336712205,0.9530824988842751,-0.8503025779243988,2.541467601900012
4,0.34053149517913406,-2.518348675746668,2.0986746733960384,0.3093854142422207
5,1.8191594535735203,0.5484310368441538,1.9978321071404168,1.5132843182081752
6,-3.1391870105838526,-0.11885056106547488,2.595219729993533,-1.1790191162112833
7,-0.8416988403826301,1.8101815873796412,-0.08813780429159337,-0.09513073851578965
8,-2.1749147621493474,-1.2742022862789741,-1.7684387263090844,-0.16876286915505925
9,2.85094900199148,0.8294944922798311,-0.764720958551604,-2.6190287558073466
10,1.2589533700022728,-3.141523579950202,-1.8996591806628609,2.025466923055213
