pulse,alpha,beta,gamma,kappa
1,-0.14674217653559404,-0.048598414039272446,-2.1136814673098407,-3.141592652700936
2,-1.5619437144749513,2.156778649552274,-3.141592424962868,3.0692111423000537
3,-3.074775300129766,-2.2395233844119815,-2.6730498801614253,-1.2708216707271487
4,-1.1808068787985975,0.9586073523297299,1.8130097212119265,-3.1350074008040982
5,1.6862054644013085,1.2256806340210933,0.92466586657616,-0.34700437834952136
6,-1.8306569937542156,-3.1299562065802777,1.2527273294446741,-1.474279504032731
7,-1.6195334448264538,-2.900388879927282,0.06683201984118828,0.6055735405711143
8,0.3927938973213008,1.6937505440394567,-3.011047170461133,1.7314505016334878
9,-1.2904060939957498,1.4006846018838661,3.1195166726481625,0.8301435251753769
10,-1.0638297364497273,3.0244306721163134,1.7123271095857489,-0.4500760360218939
