pulse,alpha,beta,gamma,kappa
1,1.1679906907736441,3.0460718543527645,-0.8259562031273886,0.5675757234188129
2,2.8662317872345793,1.8244639492589567,-0.14002356574155728,-3.0598493546639576
3,-1.499181194088911,-0.6091856381109684,-2.93084345462062,-0.38195691366187284
4,0.17906616294310645,0.34671905493485294,2.0725518185016285,-1.7393917319775607
5,0.7937239098957763,0.5202013057145095,1.9464101976797143,2.451015726982755
6,1.9795937786046274,2.066638940626174,-2.0548324631689607,1.2735280324367022
7,-0.655643631953157,2.393104564099383,0.8091829834495348,1.826509534287006
8,0.0030751618894012474,-0.9706749947525467,-1.6429675502869474,1.787272092715441
9,-0.10109202969377876,2.4311364482493403,-1.8423812889641282,-3.0445227348322
10,-1.0111465859108086,2.187589500152563,2.920798241821065,-2.173629152023405
