pulse,alpha,beta,gamma,kappa
1,1.1751220668192814,-3.13341241730887,0.680144219414038,1.2057040588634287
2,-1.4121781264452058,0.5563767755542517,2.0851958588309514,2.5631869514643277
3,-0.4358554594819998,-0.16785399251805233,-2.0086025391139084,1.9022293794533012
4,3.036162641523664,1.8200625930562766,0.8088090680846808,-1.0593586490620395
5,-1.474332433230623,-0.21034242009117202,-2.0261638984231283,-1.9406809279301755
6,2.1837986208153457,1.7431947363437663,-1.2113057948162165,-0.64668432915345
7,-2.5761820064698577,0.3598405443852131,2.2635463191671388,0.39412142842891074
8,-2.7276317380960817,1.5780175049389176,1.683597780270347,-1.8676609540428601
9,-1.363310456892891,-0.4082077633327446,-1.5017867118277175,1.1700937145761756
10,0.5780713135228441,-0.4711465628563554,0.5269765495941997,-1.7775391257931639
