pulse,alpha,beta,gamma,kappa
1,2.7609610621817575,0.384381958854148,-2.547172979843052,-1.7982540512399467
2,-1.1202246186493094,0.4773936949651676,-1.4551691774656426,2.41313880398668
3,-2.856385808509949,0.836886574899354,-0.06609655252184377,-0.9019196297207057
4,1.8020914285751946,1.7938366386869509,2.5123689834865965,1.904258164384859
5,-0.7523296831126305,2.1086403333322843,-1.333418417796984,2.785702893303214
6,1.9236980301091484,1.2897686288994712,-2.0796443219304295,-1.623538055455461
7,-1.0641935322347942,-2.490601601804846,2.11343434097856,-2.494069350152703
8,0.37602541470070416,2.1305005406003508,-1.939413524105374,-1.8037917130236936
9,2.176734295541782,2.1591759580437624,-0.4609957947705237,2.27748315377375
10,2.7078378042258264,2.694665793568622,-2.5397596680845145,-2.6612105643414647
