pulse,alpha,beta,gamma,kappa
1,-0.3279661071892474,-0.9035094437676026,-0.8702191216116276,-0.4922933357552261
2,2.7526431286913713,-1.6594362205617212,1.792849678403444,-0.6072107984651354
3,-2.6057502119901432,1.0705091105277251,-0.8494531416290455,-1.866146573586341
4,1.460219079974482,1.726219375178691,-0.02386590132360044,-2.2039608711470984
5,3.1415513073193675,-1.7449945848270552,-0.7828682919446367,-1.3499992942744126
6,2.9100185472598894,-0.8221814963481185,2.367831208578652,-2.214594245788378
7,-0.0862786308755652,-1.7485619717812646,-1.3136972565098732,1.0370116344314768
8,3.1214505693815746,2.4361712341895445,2.278869578972042,1.4959595711766833
9,-0.0037843276439791153,0.02998359954875818,-0.003951884492601636,0.01800870596238309
10,-0.003575147765471724,0.031321822516960154,-0.003784313689461291,0.016102692666121958
