pulse,alpha,beta,gamma,kappa
1,-0.9678400015805544,-1.0975539546620625,-1.9741181153844347,2.306087420678675
2,-0.20150446309443237,-0.8771858916496883,-0.7641655739486429,0.09831924316136717
3,0.861596399604586,1.2813964890227771,0.8858914711470586,2.2808398868110857
4,0.8507294460598107,-0.5124021058053296,-1.9854619095415156,2.647120145902498
5,-0.7640394494606197,0.7585100033846208,-0.5477919925801882,2.2528315835727675
6,-2.4382405220031442,-2.5976577033733217,2.8560523059793588,-0.6377349687445669
7,-0.5965822276485016,0.9055986384748256,-3.091674755722553,-1.0090378579834025
8,1.6421375398457683,-2.1527587607516345,-0.22562646998348285,0.3716175627596701
9,1.5830063148943063,-1.3951118224007188,2.210078202640823,-1.4954003369821833
10,-2.5338235502345934,0.8267130963517029,2.933611929524766,-1.062895233596787
