pulse,alpha,beta,gamma,kappa
1,0.7428107843712233,0.06656318054834223,0.9932860490428882,-1.5597341118082844
2,2.4128722641920333,2.7480058715482225,1.1051359544971435,0.021111277017554518
3,1.2070876386689935,-1.7835997445840968,0.024401987928232758,0.9777764193148994
4,-2.0476833674700194,-1.5028362448031631,-2.7988269677927478,1.4451544392220892
5,-0.3388996637437386,-0.9699688453150754,2.537022799547109,2.456905655988667
6,1.141624542307901,-2.15727964230002,0.608470235394575,-0.39760903548971527
7,-1.8603518963635315,2.6045348249874802,-1.1485252085851787,2.9381999425304555
8,-0.5493933559685307,-0.6195499330013015,-1.418956952271648,-1.5419314208709562
9,-2.7074827883963692,-0.8281763024948047,-1.828107713967397,0.5728011256920795
10,0.18433082459068975,-2.0743636392342184,1.467714207680671,1.4493432019917567
